DEPTH_ft,GR,RT,RHOB,NPHI,Hydrocarbon,Zone
8572,60.54,26.32,2.203,0.192,1,transition
8574,64.03,41.67,2.174,0.179,0,transition
8576,76.06,47.05,2.173,0.124,0,transition
8578,63.81,22.87,2.197,0.179,1,transition
8580,45.96,36.83,2.193,0.177,0,transition
8582,61.51,20.55,2.378,0.229,0,transition
8584,60.12,38.68,2.23,0.202,1,transition
8586,77.07,27.4,2.189,0.149,1,transition
8588,70.78,1.86,2.321,0.297,0,water
8590,46.49,1.53,2.432,0.285,0,water
8592,82.55,13.86,2.354,0.264,0,water
8594,83.36,18.55,2.435,0.242,0,water
8596,68.78,2.46,2.396,0.272,0,water
8598,83.19,3.97,2.273,0.323,0,water
8600,72.61,10.87,2.3,0.318,0,water
8602,72.61,14.85,2.307,0.218,0,water
8604,64.58,6.37,2.385,0.247,0,water
8606,68.63,3.03,2.395,0.275,0,water
8608,48.8,10.55,2.46,0.202,0,water
8610,61.78,8.84,2.315,0.189,0,water
8612,84.1,4.83,2.472,0.292,0,water
8614,52.98,9.91,2.484,0.194,0,water
8616,51.05,6.04,2.502,0.282,0,water
8618,54.41,8.52,2.486,0.215,0,water
8620,80.12,6.26,2.434,0.217,0,water
8622,82.46,8.57,2.338,0.204,0,water
8624,57.92,10.7,2.335,0.178,0,water
8626,77.73,10.7,2.341,0.306,0,water
8628,56.08,15.53,2.472,0.307,0,water
8630,146.0,1.01,2.704,0.437,0,shale
8632,133.05,7.17,2.628,0.343,0,shale
8634,138.44,2.76,2.67,0.417,0,shale
8636,122.55,3.37,2.616,0.327,0,shale
8638,104.1,3.14,2.655,0.368,0,shale
8640,125.43,1.62,2.529,0.305,0,shale
8642,131.24,2.75,2.567,0.38,0,shale
8644,149.56,10.37,2.579,0.355,0,shale
8646,137.53,6.86,2.57,0.389,0,shale
8648,139.69,2.72,2.598,0.383,0,shale
8650,114.14,8.1,2.562,0.368,0,shale
8652,96.31,3.24,2.668,0.403,0,shale
8654,104.07,2.43,2.509,0.327,0,shale
8656,91.4,4.38,2.508,0.329,0,shale
8658,147.51,0.81,2.64,0.381,0,shale
8660,115.06,4.27,2.474,0.354,0,shale
8662,125.3,8.76,2.595,0.36,0,shale
8664,134.28,9.12,2.541,0.338,0,shale
8666,131.21,7.58,2.621,0.296,0,shale
8668,115.8,3.3,2.633,0.372,0,shale
8670,149.78,2.75,2.68,0.453,0,shale
8672,98.73,7.53,2.506,0.412,0,shale
8674,118.08,7.91,2.541,0.315,0,shale
8676,124.99,4.23,2.534,0.355,0,shale
8678,91.79,3.21,2.521,0.377,0,shale
8680,98.77,3.18,2.47,0.416,0,shale
8682,119.88,3.6,2.626,0.447,0,shale
8684,98.17,8.6,2.533,0.433,0,shale
8686,130.6,8.61,2.446,0.339,0,shale
8688,92.01,7.97,2.588,0.313,0,shale
8690,145.45,2.29,2.466,0.426,0,shale
8692,127.2,3.76,2.567,0.288,0,shale
8694,115.3,0.2,2.531,0.434,0,shale
8696,98.79,4.59,2.499,0.327,0,shale
8698,120.95,11.57,2.635,0.392,0,shale
8700,139.4,5.3,2.612,0.305,0,shale
8702,140.57,3.9,2.674,0.297,0,shale
8704,101.73,6.04,2.466,0.406,0,shale
8706,142.06,9.63,2.481,0.388,0,shale
8708,132.65,6.52,2.549,0.347,0,shale
8710,151.82,4.54,2.659,0.417,0,shale
8712,97.27,6.65,2.632,0.326,0,shale
8714,124.58,0.2,2.515,0.436,0,shale
8716,113.78,9.55,2.558,0.287,0,shale
8718,147.16,5.81,2.46,0.321,0,shale
8720,127.51,2.27,2.54,0.283,0,shale
8722,125.8,4.06,2.602,0.426,0,shale
8724,108.33,9.54,2.681,0.373,0,shale
8726,97.57,8.31,2.499,0.289,0,shale
8728,134.91,2.74,2.536,0.301,0,shale
8730,120.84,3.09,2.665,0.44,0,shale
8732,102.23,0.2,2.483,0.341,0,shale
8734,118.67,2.77,2.472,0.304,0,shale
8736,113.88,9.8,2.618,0.304,0,shale
8738,95.31,9.74,2.485,0.337,0,shale
8740,141.03,3.52,2.521,0.346,0,shale
8742,104.78,1.55,2.512,0.286,0,shale
8744,94.02,1.72,2.481,0.415,0,shale
8746,101.1,2.42,2.508,0.306,0,shale
8748,93.09,0.2,2.594,0.365,0,shale
8750,133.52,8.35,2.677,0.45,0,shale
8752,99.96,2.07,2.688,0.329,0,shale
8754,120.34,0.96,2.565,0.322,0,shale
8756,122.28,2.08,2.658,0.322,0,shale
8758,105.33,3.75,2.449,0.283,0,shale
8760,92.37,6.69,2.617,0.403,0,shale
8762,141.41,11.23,2.521,0.404,0,shale
8764,122.11,2.37,2.609,0.418,0,shale
8766,102.23,6.97,2.493,0.379,0,shale
8768,113.8,0.2,2.669,0.431,0,shale
8770,96.07,0.96,2.474,0.355,0,shale
8772,149.17,9.67,2.623,0.298,0,shale
8774,116.21,5.5,2.482,0.332,0,shale
8776,131.52,7.29,2.531,0.327,0,shale
8778,115.25,4.0,2.52,0.431,0,shale
8780,129.88,8.9,2.51,0.34,0,shale
8782,132.78,2.86,2.643,0.431,0,shale
8784,121.03,10.77,2.617,0.372,0,shale
8786,129.94,7.88,2.533,0.327,0,shale
8788,91.42,1.98,2.676,0.408,0,shale
8790,138.89,6.08,2.572,0.436,0,shale
8792,131.95,3.09,2.528,0.397,0,shale
8794,108.16,4.58,2.578,0.355,0,shale
8796,110.66,6.22,2.607,0.445,0,shale
8798,95.2,14.97,2.566,0.419,0,shale
8800,96.48,5.52,2.648,0.406,0,shale
8802,147.19,6.31,2.552,0.422,0,shale
8804,145.66,9.89,2.461,0.429,0,shale
8806,122.94,4.91,2.544,0.454,0,shale
8808,104.9,11.91,2.512,0.424,0,shale
8810,129.76,8.91,2.548,0.355,0,shale
8812,90.6,10.07,2.668,0.39,0,shale
8814,128.46,1.63,2.49,0.328,0,shale
8816,130.52,4.91,2.473,0.385,0,shale
8818,126.45,0.2,2.667,0.32,0,shale
8820,146.58,0.2,2.517,0.323,0,shale
8822,127.95,6.43,2.633,0.412,0,shale
8824,100.51,4.98,2.463,0.448,0,shale
8826,111.28,7.35,2.604,0.345,0,shale
8828,118.24,6.06,2.608,0.34,0,shale
8830,144.05,9.9,2.549,0.452,0,shale
8832,120.02,11.09,2.658,0.336,0,shale
8834,145.73,2.76,2.665,0.357,0,shale
8836,138.25,5.17,2.489,0.332,0,shale
8838,110.27,7.68,2.519,0.441,0,shale
8840,124.92,1.77,2.496,0.448,0,shale
8842,142.77,6.09,2.457,0.438,0,shale
8844,128.36,5.21,2.643,0.321,0,shale
8846,68.18,32.76,2.145,0.154,0,transition
8848,73.98,17.69,2.21,0.175,0,transition
8850,70.24,25.36,2.25,0.121,0,transition
8852,49.57,23.67,2.283,0.191,1,transition
8854,67.92,26.65,2.407,0.149,1,transition
8856,66.54,24.64,2.366,0.136,0,transition
8858,49.61,43.51,2.208,0.183,0,transition
8860,59.24,17.02,2.211,0.213,0,transition
8862,76.95,26.28,2.349,0.116,1,transition
8864,52.34,42.69,2.258,0.19,1,transition
8866,47.33,18.07,2.315,0.15,1,transition
8868,66.78,37.55,2.313,0.174,1,transition
8870,61.55,32.6,2.319,0.222,0,transition
8872,73.17,16.91,2.38,0.132,0,transition
8874,81.17,30.09,2.188,0.228,0,transition
8876,65.46,30.77,2.19,0.192,1,transition
8878,72.72,26.34,2.177,0.2,0,transition
8880,51.21,41.2,2.348,0.224,0,transition
8882,61.58,46.6,2.169,0.197,1,transition
8884,68.06,18.87,2.347,0.174,1,transition
8886,52.38,41.91,2.353,0.208,0,transition
8888,50.96,29.67,2.165,0.164,0,transition
8890,70.78,31.29,2.316,0.215,0,transition
8892,72.0,18.32,2.197,0.212,1,transition
8894,58.71,20.25,2.366,0.133,1,transition
8896,69.49,40.83,2.401,0.225,0,transition
8898,60.82,37.47,2.177,0.164,1,transition
8900,49.64,34.55,2.178,0.198,1,transition
8902,67.31,27.83,2.355,0.196,0,transition
8904,75.11,43.2,2.355,0.195,0,transition
8906,71.01,31.0,2.159,0.142,0,transition
8908,61.13,37.95,2.337,0.189,0,transition
8910,77.02,18.23,2.379,0.184,1,transition
8912,56.57,38.35,2.314,0.154,0,transition
8914,49.12,47.24,2.29,0.13,0,transition
8916,74.71,40.78,2.262,0.175,0,transition
8918,49.21,21.36,2.184,0.21,0,transition
8920,74.52,50.11,2.356,0.229,0,transition
8922,70.85,38.32,2.301,0.199,1,transition
8924,53.18,46.39,2.2,0.144,0,transition
8926,59.87,27.53,2.229,0.167,0,transition
8928,60.61,18.36,2.255,0.173,0,transition
8930,63.28,39.15,2.362,0.16,0,transition
8932,50.91,43.93,2.228,0.228,0,transition
8934,68.1,24.61,2.299,0.18,1,transition
8936,76.97,20.01,2.273,0.227,0,transition
8938,56.93,36.78,2.156,0.231,1,transition
8940,68.34,43.18,2.301,0.134,0,transition
8942,59.65,29.57,2.345,0.185,1,transition
8944,68.27,28.64,2.152,0.172,1,transition
8946,64.62,47.79,2.2,0.132,0,transition
8948,69.72,18.58,2.374,0.187,0,transition
8950,56.35,38.42,2.284,0.173,1,transition
8952,45.72,36.2,2.273,0.223,0,transition
8954,75.33,50.99,2.197,0.126,1,transition
8956,58.07,15.72,2.262,0.184,1,transition
8958,66.37,43.69,2.28,0.151,0,transition
8960,47.44,33.93,2.292,0.161,1,transition
8962,71.61,40.26,2.241,0.216,1,transition
8964,76.19,27.1,2.365,0.176,1,transition
8966,48.69,25.0,2.179,0.125,1,transition
8968,52.16,18.39,2.376,0.186,1,transition
8970,44.12,42.72,2.295,0.24,1,transition
8972,72.98,35.82,2.344,0.118,0,transition
8974,76.56,26.7,2.198,0.157,0,transition
8976,66.09,23.64,2.357,0.165,1,transition
8978,70.23,46.88,2.307,0.189,0,transition
8980,63.9,18.12,2.269,0.177,0,transition
8982,77.34,16.73,2.255,0.163,1,transition
8984,64.89,26.22,2.381,0.157,1,transition
8986,48.88,14.07,2.352,0.172,0,transition
8988,55.14,49.59,2.176,0.184,1,transition
8990,79.75,45.12,2.262,0.237,0,transition
8992,69.89,39.26,2.226,0.167,1,transition
8994,46.9,38.81,2.389,0.255,0,transition
8996,77.97,41.31,2.197,0.146,1,transition
8998,69.73,38.5,2.195,0.14,1,transition
9000,47.52,43.29,2.288,0.193,0,transition
9002,76.04,23.64,2.376,0.191,0,transition
9004,64.47,35.41,2.382,0.135,1,transition
9006,58.15,19.68,2.373,0.126,1,transition
9008,49.92,21.68,2.209,0.148,0,transition
9010,55.83,47.65,2.156,0.157,1,transition
9012,79.48,18.54,2.179,0.173,0,transition
9014,52.47,24.27,2.163,0.127,1,transition
9016,48.29,28.82,2.295,0.161,0,transition
9018,63.26,21.29,2.253,0.126,0,transition
9020,51.88,25.0,2.345,0.155,0,transition
9022,69.36,46.92,2.305,0.216,1,transition
9024,62.72,46.73,2.156,0.16,0,transition
9026,72.8,30.72,2.165,0.197,1,transition
9028,48.66,40.74,2.368,0.161,0,transition
9030,56.47,46.33,2.388,0.156,1,transition
9032,60.53,26.79,2.206,0.205,0,transition
9034,51.76,23.46,2.265,0.226,1,transition
9036,60.57,38.58,2.178,0.21,0,transition
9038,65.95,28.76,2.38,0.185,0,transition
9040,61.48,21.14,2.328,0.209,0,transition
9042,63.28,23.2,2.252,0.152,0,transition
9044,68.78,52.41,2.367,0.188,0,transition
9046,57.98,31.92,2.223,0.125,0,transition
9048,64.97,14.45,2.385,0.17,1,transition
9050,70.97,42.83,2.138,0.21,1,transition
9052,56.9,34.24,2.291,0.183,1,transition
9054,76.55,24.09,2.264,0.136,0,transition
9056,76.65,37.94,2.198,0.181,1,transition
9058,79.13,23.58,2.126,0.151,1,transition
9060,67.48,31.5,2.255,0.218,1,transition
9062,62.82,31.84,2.219,0.127,1,transition
9064,48.26,18.45,2.419,0.21,1,transition
9066,58.78,39.07,2.213,0.169,0,transition
9068,59.25,43.19,2.23,0.218,1,transition
9070,53.58,43.85,2.333,0.128,1,transition
9072,76.68,21.56,2.352,0.198,1,transition
9074,49.5,46.55,2.15,0.196,0,transition
9076,52.69,23.94,2.23,0.186,1,transition
9078,64.82,15.24,2.331,0.223,0,transition
9080,73.7,35.64,2.171,0.214,1,transition
9082,72.2,15.84,2.265,0.189,1,transition
9084,53.66,48.85,2.297,0.218,1,transition
9086,59.52,44.72,2.183,0.198,0,transition
9088,65.93,24.08,2.344,0.133,0,transition
9090,49.21,30.78,2.375,0.139,1,transition
9092,70.5,32.88,2.277,0.216,0,transition
9094,76.3,32.29,2.356,0.13,1,transition
9096,72.77,42.22,2.205,0.115,1,transition
9098,55.61,23.52,2.201,0.23,0,transition
9100,71.16,23.69,2.237,0.146,0,transition
9102,76.1,36.89,2.302,0.123,0,transition
9104,78.55,34.94,2.337,0.24,1,transition
9106,58.34,21.65,2.279,0.165,0,transition
9108,50.48,34.07,2.212,0.195,0,transition
9110,55.45,43.19,2.282,0.217,1,transition
9112,69.88,37.88,2.356,0.16,1,transition
9114,52.93,12.73,2.259,0.168,0,transition
9116,75.23,37.55,2.193,0.14,1,transition
9118,51.84,39.52,2.215,0.211,1,transition
9120,64.11,25.29,2.141,0.169,0,transition
9122,56.54,40.69,2.202,0.167,0,transition
9124,66.94,39.8,2.271,0.138,0,transition
9126,63.0,44.5,2.245,0.173,1,transition
9128,52.05,45.85,2.188,0.193,0,transition
9130,59.8,26.08,2.391,0.178,0,transition
9132,71.89,44.02,2.236,0.207,0,transition
9134,67.65,43.97,2.331,0.172,0,transition
9136,49.55,17.73,2.149,0.188,1,transition
9138,79.2,28.55,2.384,0.179,1,transition
9140,72.69,25.75,2.209,0.143,1,transition
9142,63.01,44.08,2.182,0.172,1,transition
9144,51.36,17.36,2.353,0.215,1,transition
9146,47.53,28.17,2.235,0.233,1,transition
9148,72.95,47.4,2.278,0.155,0,transition
9150,72.24,24.01,2.313,0.198,0,transition
9152,80.87,34.21,2.26,0.231,1,transition
9154,59.59,36.51,2.24,0.153,0,transition
9156,69.91,46.31,2.24,0.236,0,transition
9158,53.67,25.33,2.268,0.138,0,transition
9160,63.47,18.51,2.201,0.171,1,transition
9162,58.75,29.58,2.158,0.145,0,transition
9164,57.01,21.6,2.196,0.156,1,transition
9166,52.95,19.58,2.179,0.228,0,transition
9168,67.95,20.26,2.325,0.136,1,transition
9170,46.64,42.84,2.36,0.24,0,transition
9172,48.11,31.52,2.201,0.226,1,transition
9174,73.7,21.0,2.196,0.198,1,transition
9176,144.02,9.21,2.517,0.325,0,shale
9178,112.41,2.57,2.484,0.319,0,shale
9180,97.71,7.42,2.558,0.41,0,shale
9182,124.69,9.69,2.57,0.402,0,shale
9184,119.25,3.82,2.697,0.341,0,shale
9186,138.94,7.87,2.47,0.4,0,shale
9188,97.34,2.1,2.512,0.444,0,shale
9190,136.35,4.79,2.578,0.383,0,shale
9192,140.63,2.19,2.59,0.318,0,shale
9194,130.41,4.02,2.496,0.397,0,shale
9196,98.7,6.26,2.502,0.28,0,shale
9198,104.0,0.2,2.525,0.374,0,shale
9200,98.65,4.02,2.545,0.291,0,shale
9202,115.21,8.95,2.54,0.347,0,shale
9204,118.09,1.03,2.615,0.357,0,shale
9206,120.19,11.16,2.571,0.416,0,shale
9208,93.92,8.9,2.559,0.341,0,shale
9210,114.55,6.28,2.536,0.395,0,shale
9212,125.2,5.36,2.522,0.356,0,shale
9214,112.6,1.54,2.476,0.266,0,shale
9216,135.21,11.24,2.649,0.344,0,shale
9218,111.06,2.59,2.466,0.287,0,shale
9220,108.61,4.09,2.477,0.307,0,shale
9222,121.96,5.11,2.484,0.349,0,shale
9224,125.11,8.79,2.573,0.427,0,shale
9226,114.12,1.62,2.615,0.365,0,shale
9228,149.78,7.63,2.493,0.43,0,shale
9230,151.07,1.06,2.671,0.37,0,shale
9232,120.73,0.62,2.572,0.358,0,shale
9234,100.5,0.2,2.591,0.377,0,shale
9236,136.28,1.26,2.558,0.448,0,shale
9238,125.14,1.73,2.687,0.314,0,shale
9240,121.58,9.69,2.687,0.343,0,shale
9242,120.9,3.4,2.475,0.357,0,shale
9244,110.94,2.63,2.569,0.354,0,shale
9246,123.39,3.64,2.634,0.38,0,shale
9248,128.03,6.7,2.602,0.353,0,shale
9250,102.71,10.91,2.568,0.305,0,shale
9252,145.86,4.59,2.637,0.421,0,shale
9254,117.13,2.97,2.672,0.433,0,shale
9256,127.63,8.76,2.566,0.3,0,shale
9258,127.73,5.97,2.627,0.411,0,shale
9260,98.78,6.49,2.685,0.391,0,shale
9262,133.96,6.1,2.596,0.307,0,shale
9264,147.79,4.24,2.537,0.347,0,shale
9266,147.77,2.78,2.517,0.358,0,shale
9268,110.12,3.77,2.579,0.391,0,shale
9270,115.94,7.51,2.544,0.357,0,shale
9272,126.1,3.16,2.66,0.33,0,shale
9274,128.38,1.5,2.455,0.41,0,shale
9276,96.07,0.54,2.493,0.326,0,shale
9278,138.57,1.48,2.458,0.34,0,shale
9280,117.52,3.73,2.589,0.418,0,shale
9282,138.74,0.2,2.605,0.339,0,shale
9284,107.25,2.07,2.635,0.333,0,shale
9286,138.14,3.46,2.674,0.365,0,shale
9288,90.28,0.2,2.454,0.434,0,shale
9290,126.64,4.71,2.602,0.288,0,shale
9292,117.06,1.83,2.614,0.426,0,shale
9294,118.84,4.32,2.47,0.411,0,shale
9296,93.61,6.76,2.677,0.414,0,shale
9298,126.54,0.96,2.679,0.429,0,shale
9300,143.96,4.12,2.514,0.397,0,shale
9302,148.51,6.33,2.521,0.43,0,shale
9304,135.74,4.72,2.635,0.439,0,shale
9306,112.52,0.3,2.726,0.298,0,shale
9308,99.5,8.64,2.703,0.343,0,shale
9310,106.22,1.44,2.599,0.42,0,shale
9312,143.17,4.44,2.683,0.354,0,shale
9314,110.88,4.29,2.567,0.369,0,shale
9316,109.59,0.2,2.507,0.333,0,shale
9318,124.91,7.01,2.65,0.407,0,shale
9320,107.24,3.08,2.599,0.373,0,shale
9322,109.77,2.92,2.66,0.341,0,shale
9324,92.78,4.02,2.472,0.426,0,shale
9326,134.93,6.49,2.513,0.317,0,shale
9328,147.47,0.2,2.614,0.286,0,shale
9330,112.02,8.31,2.563,0.422,0,shale
9332,146.79,2.81,2.586,0.321,0,shale
9334,118.8,7.06,2.598,0.3,0,shale
9336,145.03,6.36,2.509,0.352,0,shale
9338,137.5,0.2,2.483,0.424,0,shale
9340,96.54,4.13,2.57,0.366,0,shale
9342,120.85,10.08,2.497,0.432,0,shale
9344,124.5,0.2,2.535,0.438,0,shale
9346,107.93,0.4,2.581,0.39,0,shale
9348,110.84,2.03,2.614,0.381,0,shale
9350,91.1,5.07,2.487,0.277,0,shale
9352,139.51,1.75,2.564,0.335,0,shale
9354,136.44,3.29,2.549,0.381,0,shale
9356,148.42,3.1,2.515,0.449,0,shale
9358,147.88,0.2,2.605,0.313,0,shale
9360,133.67,8.86,2.55,0.384,0,shale
9362,96.38,0.53,2.712,0.321,0,shale
9364,142.75,0.2,2.678,0.373,0,shale
9366,100.52,4.37,2.703,0.436,0,shale
9368,149.82,2.86,2.679,0.409,0,shale
9370,117.41,3.16,2.649,0.425,0,shale
9372,143.0,7.28,2.59,0.352,0,shale
9374,146.39,5.45,2.601,0.361,0,shale
9376,126.54,7.57,2.673,0.421,0,shale
9378,119.63,1.14,2.662,0.401,0,shale
9380,109.33,9.19,2.683,0.392,0,shale
9382,90.32,17.97,2.642,0.342,0,shale
9384,51.27,4.0,2.262,0.205,0,water
9386,86.53,9.32,2.299,0.171,0,water
9388,47.02,14.16,2.311,0.268,0,water
9390,66.04,7.88,2.343,0.186,0,water
9392,74.56,6.18,2.465,0.22,0,water
9394,47.48,6.62,2.374,0.197,0,water
9396,64.73,14.5,2.481,0.314,0,water
9398,53.18,8.3,2.503,0.283,0,water
9400,57.95,5.87,2.367,0.259,0,water
9402,72.84,11.51,2.284,0.253,0,water
9404,70.18,16.14,2.456,0.257,0,water
9406,83.34,7.28,2.233,0.276,0,water
9408,54.83,16.07,2.443,0.218,0,water
9410,85.17,17.07,2.427,0.175,0,water
9412,54.13,11.08,2.412,0.211,0,water
9414,77.23,16.0,2.317,0.206,0,water
9416,79.58,5.84,2.405,0.204,0,water
9418,72.96,6.99,2.268,0.284,0,water
9420,47.82,1.97,2.472,0.296,0,water
9422,50.19,9.54,2.385,0.205,0,water
9424,82.08,1.51,2.393,0.248,0,water
9426,82.51,2.61,2.403,0.214,0,water
9428,71.73,3.11,2.419,0.305,0,water
9430,83.01,14.43,2.271,0.299,0,water
9432,70.62,5.94,2.436,0.25,0,water
9434,53.15,13.04,2.362,0.277,0,water
9436,49.64,12.75,2.276,0.234,0,water
9438,80.84,3.79,2.346,0.212,0,water
9440,67.13,8.79,2.384,0.198,0,water
9442,84.67,0.36,2.466,0.206,0,water
9444,76.81,14.87,2.28,0.235,0,water
9446,50.77,3.44,2.434,0.245,0,water
9448,72.9,0.48,2.451,0.272,0,water
9450,64.09,4.42,2.444,0.197,0,water
9452,54.78,8.18,2.413,0.241,0,water
9454,77.69,2.78,2.254,0.304,0,water
9456,79.69,4.98,2.399,0.276,0,water
9458,58.28,5.54,2.308,0.219,0,water
9460,50.3,5.18,2.284,0.265,0,water
9462,68.57,3.88,2.298,0.219,0,water
9464,59.53,2.98,2.473,0.231,0,water
9466,62.28,7.42,2.438,0.243,0,water
9468,51.29,2.99,2.39,0.188,0,water
9470,53.28,9.99,2.353,0.264,0,water
9472,62.36,13.26,2.428,0.292,0,water
9474,70.54,13.66,2.395,0.31,0,water
9476,55.31,13.2,2.364,0.217,0,water
9478,60.27,0.44,2.317,0.18,0,water
9480,59.83,10.39,2.256,0.267,0,water
9482,43.85,10.39,2.43,0.292,0,water
9484,71.83,18.33,2.341,0.265,0,water
9486,84.19,16.12,2.258,0.237,0,water
9488,79.16,5.06,2.487,0.237,0,water
9490,48.24,10.25,2.397,0.188,0,water
9492,78.32,9.55,2.318,0.272,0,water
9494,47.17,17.09,2.451,0.223,0,water
9496,48.36,12.91,2.405,0.179,0,water
9498,66.49,0.2,2.321,0.275,0,water
9500,73.8,2.43,2.455,0.267,0,water
9502,57.13,5.51,2.386,0.194,0,water
9504,78.65,7.92,2.308,0.303,0,water
9506,59.08,6.05,2.357,0.272,0,water
9508,55.25,12.96,2.372,0.3,0,water
9510,63.92,7.26,2.379,0.282,0,water
9512,60.06,16.9,2.449,0.235,0,water
9514,63.86,2.9,2.241,0.195,0,water
9516,56.11,8.59,2.28,0.262,0,water
9518,52.37,0.2,2.452,0.284,0,water
9520,54.54,0.2,2.37,0.185,0,water
9522,85.21,6.53,2.319,0.183,0,water
9524,54.58,6.88,2.333,0.292,0,water
9526,63.31,3.28,2.34,0.332,0,water
9528,75.22,9.89,2.289,0.236,0,water
9530,70.46,15.47,2.43,0.242,0,water
9532,51.06,11.56,2.314,0.281,0,water
9534,70.12,10.32,2.459,0.287,0,water
9536,61.45,7.27,2.395,0.226,0,water
9538,54.58,17.4,2.347,0.247,0,water
9540,62.31,18.07,2.439,0.219,0,water
9542,64.47,11.93,2.436,0.32,0,water
9544,55.8,11.18,2.447,0.194,0,water
9546,79.78,1.38,2.339,0.277,0,water
9548,80.71,7.51,2.405,0.306,0,water
9550,82.93,14.64,2.504,0.224,0,water
9552,81.62,7.49,2.303,0.209,0,water
9554,56.46,9.04,2.339,0.26,0,water
9556,71.72,16.63,2.289,0.318,0,water
9558,50.74,16.15,2.412,0.261,0,water
9560,45.23,13.09,2.418,0.19,0,water
9562,79.39,7.26,2.345,0.218,0,water
9564,60.63,7.91,2.327,0.317,0,water
9566,63.26,4.16,2.437,0.312,0,water
9568,66.04,14.47,2.289,0.272,0,water
9570,53.18,10.14,2.402,0.243,0,water
9572,62.03,15.44,2.469,0.236,0,water
9574,51.78,1.73,2.424,0.295,0,water
9576,70.03,9.01,2.452,0.177,0,water
9578,80.95,0.92,2.414,0.217,0,water
9580,68.38,15.52,2.464,0.302,0,water
9582,45.39,6.83,2.478,0.22,0,water
9584,76.63,9.12,2.466,0.293,0,water
9586,47.27,10.34,2.304,0.218,0,water
9588,55.78,15.25,2.435,0.194,0,water
9590,45.98,3.88,2.287,0.329,0,water
9592,69.83,3.56,2.407,0.299,0,water
9594,61.27,6.6,2.47,0.333,0,water
9596,57.4,15.46,2.339,0.24,0,water
9598,80.2,13.69,2.41,0.302,0,water
9600,73.23,11.65,2.317,0.239,0,water
9602,80.7,9.88,2.452,0.277,0,water
9604,60.93,12.39,2.39,0.301,0,water
9606,54.76,140.18,2.094,0.158,1,oil
9608,48.84,156.1,2.209,0.158,1,oil
9610,43.23,123.1,2.234,0.14,1,oil
9612,55.89,131.35,2.114,0.144,1,oil
9614,39.09,161.07,2.155,0.173,1,oil
9616,38.75,183.99,2.123,0.155,1,oil
9618,35.91,54.76,2.203,0.159,1,oil
9620,60.86,69.14,2.159,0.118,1,oil
9622,32.53,184.08,2.192,0.133,1,oil
9624,49.53,119.36,2.288,0.164,1,oil
9626,57.97,135.85,2.054,0.093,1,oil
9628,43.21,118.03,2.224,0.16,1,oil
9630,62.83,120.78,2.227,0.139,1,oil
9632,53.1,128.04,2.237,0.14,1,oil
9634,26.49,136.91,2.02,0.081,1,oil
9636,45.24,156.94,2.214,0.076,1,oil
9638,31.89,119.39,2.095,0.176,1,oil
9640,30.54,89.75,2.277,0.128,1,oil
9642,19.69,85.12,2.19,0.15,1,oil
9644,40.84,84.12,2.257,0.073,1,oil
9646,24.93,177.71,2.096,0.191,1,oil
9648,31.18,132.68,2.233,0.07,1,oil
9650,54.21,54.14,2.001,0.161,1,oil
9652,49.91,66.98,2.204,0.104,1,oil
9654,25.69,78.54,2.147,0.156,1,oil
9656,43.05,116.96,2.093,0.066,1,oil
9658,52.55,98.7,2.225,0.076,1,oil
9660,27.0,52.45,2.041,0.077,1,oil
9662,31.46,167.69,2.079,0.105,1,oil
9664,24.09,46.47,2.05,0.107,1,oil
9666,24.34,39.45,2.024,0.14,1,oil
9668,55.08,166.26,2.241,0.132,1,oil
9670,25.43,96.7,2.068,0.117,1,oil
9672,49.6,62.83,2.115,0.062,1,oil
9674,48.14,81.71,2.024,0.097,1,oil
9676,58.22,138.34,2.035,0.081,1,oil
9678,37.7,179.07,2.166,0.115,1,oil
9680,37.2,83.76,2.121,0.069,1,oil
9682,45.94,89.7,2.092,0.146,1,oil
9684,38.07,108.06,2.134,0.143,1,oil
9686,19.74,94.37,2.249,0.122,1,oil
9688,37.12,52.99,2.218,0.075,1,oil
9690,20.28,55.08,2.163,0.089,1,oil
9692,29.84,131.57,2.092,0.075,1,oil
9694,31.58,114.82,2.228,0.12,1,oil
9696,48.8,131.6,2.047,0.177,1,oil
9698,47.13,170.18,2.027,0.107,1,oil
9700,24.93,76.49,2.017,0.109,1,oil
9702,33.89,125.47,2.199,0.126,1,oil
9704,40.63,97.36,2.129,0.085,1,oil
9706,27.3,79.65,2.129,0.135,1,oil
9708,46.29,159.37,2.171,0.124,1,oil
9710,47.04,168.98,2.152,0.173,1,oil
9712,48.45,98.08,2.082,0.095,1,oil
9714,23.33,155.31,2.133,0.072,1,oil
9716,32.14,115.46,2.154,0.083,1,oil
9718,34.88,46.27,2.038,0.1,1,oil
9720,26.25,101.28,2.012,0.103,1,oil
9722,18.72,119.47,2.155,0.136,1,oil
9724,49.35,62.73,2.198,0.093,1,oil
9726,44.13,83.18,2.197,0.122,1,oil
9728,31.69,122.19,2.029,0.113,1,oil
9730,44.15,119.84,2.117,0.068,1,oil
9732,55.94,87.55,2.079,0.103,1,oil
9734,24.87,164.67,2.108,0.111,1,oil
9736,42.78,128.13,2.04,0.142,1,oil
9738,19.37,85.63,2.2,0.168,1,oil
9740,54.74,104.9,2.024,0.108,1,oil
9742,44.24,127.1,2.234,0.133,1,oil
9744,52.35,158.32,2.245,0.135,1,oil
